onetsoc_code,alternate_title,short_title,sources
51-4199.00,Wire Stripping Machine Operator,,"04,06"
51-4199.00,Wire Weaver,,"04,06"
51-4199.00,Wire Weaving Loom Setter,,08
51-4199.00,Wire Winding Machine Operator,,08
51-4199.00,Wire Winding Machine Tender,,08
51-4199.00,Wire Worker,,"04,06"
51-4199.00,Zipper Machine Operator,,"04,06"
51-5111.00,Ad Compositor,,"04,06"
51-5111.00,Ad Setter,,"04,06"
51-5111.00,Advertisement Compositor,,"04,06"
51-5111.00,Advertising Layout Worker,,"04,06"
51-5111.00,Bankman,,"04,06"
51-5111.00,Blueprint Blocker,,"04,06"
51-5111.00,Blueprint Cutter,,"04,06"
51-5111.00,Blueprint Developer,,"04,06"
51-5111.00,Blueprint Duplicator,,"04,06"
51-5111.00,Blueprint Machine Operator,,"04,06"
51-5111.00,Blueprint Maker,,"04,06"
51-5111.00,Blueprint Processor,,"04,06"
51-5111.00,Blueprint Reproducer,,"04,06"
51-5111.00,Blueprinter,,"04,06"
51-5111.00,Blueprinting Machine Operator,,08
51-5111.00,Clamper,,"04,06"
51-5111.00,Cold Type Artist,,"04,06"
51-5111.00,Color Separation Photographer,,"04,06"
51-5111.00,Color Stripper,,"04,06"
51-5111.00,Composer,,04
51-5111.00,Composing Machine Operator,,08
51-5111.00,Composing Machine Tender,,08
51-5111.00,Compositor,,"02,04,06,08,10"
51-5111.00,Computer Typesetter,,08
51-5111.00,Copper Etcher,,"04,06"
51-5111.00,Copper Plate Lithographer,,"04,06"
51-5111.00,Desktop Operator,,02
51-5111.00,Digital Prepress Operator,,"02,08"
51-5111.00,Digital Prepress Technician (Digital Prepress Tech),Digital Prepress Tech,10
51-5111.00,Diploma Maker,,"04,06"
51-5111.00,Dot Etcher,,08
51-5111.00,Electron-Beam Photo Mask Maker,,08
51-5111.00,Electron-Beam Photo Mask Technician,,08
51-5111.00,Electronic Masking System Operator,,08
51-5111.00,Electronic Operator,,02
51-5111.00,Electronic Pre-Press Technician,,"02,04"
51-5111.00,Electronic Prepress Operator (EPP Operator),EPP Operator,"02,08"
51-5111.00,Electronic Prepress Technician (EPP Tech),EPP Tech,"01,02"
51-5111.00,Electrotyper,,08
51-5111.00,Form Setter,,"04,06,10"
51-5111.00,Form Worker,,04
51-5111.00,Galley Stripper,,"04,06,08"
51-5111.00,Graphic Arts Technician,,"04,06"
51-5111.00,Graphic Technician,,"02,10"
51-5111.00,Graphics Technician (Graphics Tech),Graphics Tech,10
51-5111.00,Halftone Operator,,"04,06"
51-5111.00,Hand Compositor,,08
51-5111.00,Hand Etcher,,"04,06,08"
51-5111.00,Imposer,,"04,06"
51-5111.00,Intertype Operator,,"04,06"
51-5111.00,Job Compositor,,"04,06"
51-5111.00,Job Forwarder,,"04,06"
51-5111.00,Job Lithographer,,"04,06"
51-5111.00,Keyboard Operator,,"04,06"
51-5111.00,Keyboarder,,08
51-5111.00,Laser Beam Color Scanner Operator,,"04,06"
51-5111.00,Layout Former,,08
51-5111.00,Layup Worker,,"04,06"
51-5111.00,Letterpress Setter,,"04,06"
51-5111.00,Linotype Operator,,"04,06,08"
51-5111.00,Linotype Worker,,04
51-5111.00,Linotyper,,"04,06"
51-5111.00,Linotypist,,"04,06"
51-5111.00,Lithograph Designer,,"04,06"
51-5111.00,Lithograph Operator,,"04,06"
51-5111.00,Lithographer,,"04,06"
51-5111.00,Lithographers Printer,,"04,06"
51-5111.00,Lithographic Artist,,"04,06"
51-5111.00,Lithographic Camera Operator,,"04,06"
51-5111.00,Lithographic Etcher,,"04,06"
51-5111.00,Lithographic Photographer,,"04,06,08"
51-5111.00,Lithographic Plate Maker,,"04,06"
51-5111.00,Lithographic Platemaker,,08
51-5111.00,Lithographic Press Operator,,"04,06"
51-5111.00,Lithographic Stripper,,08
51-5111.00,Lithographing Machine Operator,,08
51-5111.00,Lithopress Operator,,"04,06"
51-5111.00,Lithostripper,,"04,06"
51-5111.00,Lock Up Worker,,04
51-5111.00,Ludlow Machine Operator,,"04,06"
51-5111.00,Machine Compositor,,"04,06"
51-5111.00,Make Up Arranger,,"04,06"
51-5111.00,Make Up Worker,,04
51-5111.00,Make-Up Arranger,,08
51-5111.00,Map Mounter,,"04,06"
51-5111.00,Monotype Caster,,"04,06"
51-5111.00,Monotype Keyboard Operator,,"04,06,08"
51-5111.00,Monotype Operator,,"04,06"
51-5111.00,Monotype Setter,,"04,06"
51-5111.00,Monotyper,,"04,06"
51-5111.00,Monotypist,,"04,06"
51-5111.00,Negative Assembler,,"04,06"
51-5111.00,Negative Stripper,,"04,06"
51-5111.00,Offset Plate Maker,,"04,06"
51-5111.00,Offset Platemaker,,"04,06"
51-5111.00,Opaquer,,"04,06"
51-5111.00,Pantograph Machine Operator,,04
51-5111.00,Pantograph Operator,,04
51-5111.00,Pantograph Setter,,"04,06"
51-5111.00,Pantograph Transferrer,,"04,06"
51-5111.00,Pantographer,,"04,06,08"
51-5111.00,Paste Up Artist,,"04,06"
51-5111.00,Paste Up Copy Camera Operator,,"04,06"
51-5111.00,Paste-Up Artist,,08
51-5111.00,Paste-Up Worker,,08
51-5111.00,Photocomposing Machine Operator,,"04,06"
51-5111.00,Photoengraver,,"04,08"
51-5111.00,Photoengraving Etcher,,08
51-5111.00,Photoengraving Finisher,,"04,06,08"
51-5111.00,Photoengraving Machine Operator,,08
51-5111.00,Photoengraving Machine Tender,,08
51-5111.00,Photoengraving Photographer,,"04,06,08"
51-5111.00,Photoengraving Printer,,"04,06,08"
51-5111.00,Photoengraving Proofer,,"04,06,08"
51-5111.00,Photoengraving Retoucher,,"04,06,08"
51-5111.00,Photographic Lithographer,,"04,06"
51-5111.00,Photographic Plate Maker,,08
51-5111.00,Photographic Platemaker,,"04,06"
51-5111.00,Photogravure Press Operator,,"04,06"
51-5111.00,Photolettering Machine Operator,,"04,06"
51-5111.00,Photolith Operator,,"04,06"
51-5111.00,Photolithographer,,"04,06"
51-5111.00,Photolithographic Stripper,,"04,06"
51-5111.00,Phototypesetter,,"04,06"
51-5111.00,Phototypesetter Operator,,"04,06,08"
51-5111.00,Phototypesetting Equipment Monitor,,"04,06,08"
51-5111.00,Plate Developer,,"04,06"
51-5111.00,Plate Finisher,,08
51-5111.00,Plate Grainer,,"04,06,08"
51-5111.00,Plate Keeper,,"04,06"
51-5111.00,Plate Maker,,"02,04,10"
51-5111.00,Plate Mounter,,"02,04,06"
51-5111.00,Plate Straightener,,"04,06"
51-5111.00,Platemaker,,"04,08,10"
51-5111.00,Pre-Press Production Technician,,10
51-5111.00,Pre-Press Proofer,,"02,04"
51-5111.00,Prepress Operator,,02
51-5111.00,Prepress Specialist,,02
51-5111.00,Prepress Stripper,,"02,04"
51-5111.00,Prepress Technician,,02
51-5111.00,Press Specialist,,10
51-5111.00,Press Technician,,10
51-5111.00,Print and Publication Linotype Operator,,08
51-5111.00,Print and Publication Stripper,,08
51-5111.00,Print Room Worker,,"04,06"
51-5111.00,Print Technician (Print Tech),Print Tech,10
51-5111.00,Printing and Publishing Hand Etcher,,08
51-5111.00,Printing and Publishing Plate Finisher,,08
51-5111.00,Printing Film Stripper,,"04,06"
51-5111.00,Printing Plate Maker,,"04,06"
51-5111.00,Printing Technician,,"04,10"
51-5111.00,Process Artist,,"04,06"
51-5111.00,Process Stripper,,"04,06"
51-5111.00,Process Worker,,"04,06"
51-5111.00,Proof Sheet Corrector,,08
51-5111.00,Proofreader,,08
51-5111.00,Proofsheet Corrector,,"04,06,08"
51-5111.00,Repeat Photocomposing Machine Operator,,08
51-5111.00,Roller Print Tender,,08
51-5111.00,Roller Varnisher,,08
51-5111.00,Router,,08
51-5111.00,Runner,,04
51-5111.00,Scanner,,"04,06,10"
51-5111.00,Scanner Operator,,"02,08,10"
51-5111.00,Scanning Clerk,,09
51-5111.00,Scanning Operator,,10
51-5111.00,Semiconductor Packages Platemaker,,08
51-5111.00,Set Up Worker,,"04,06"
51-5111.00,Setter,,"04,06"
51-5111.00,Sheet Layer,,"04,06"
51-5111.00,Steel Die Printer,,"04,06"
51-5111.00,Stereotyper,,08
51-5111.00,Stonehand,,"04,06"
51-5111.00,Stoneman,,"04,06"
51-5111.00,Striping Machine Operator,,"04,06"
51-5111.00,Stripper,,08
51-5111.00,Teletypesetter,,"04,06"
51-5111.00,Teletypesetter Operator,,"04,06"
51-5111.00,Terminal Makeup Operator,,08
51-5111.00,Transfer Worker,,04
51-5111.00,Transferrer,,08
51-5111.00,Type Setter,,"02,04"
51-5111.00,Type-Proof Reproducer,,08
51-5111.00,Typecasting Machine Operator,,"04,06"
51-5111.00,Typesetter,,08
51-5111.00,Typesetters Printer,,"04,06"
51-5111.00,Typesetting Machine Operator,,08
51-5111.00,Typesetting Machine Tender,,08
51-5111.00,Typo Machine Operator,,"04,06"
51-5111.00,Typographer,,"04,06"
51-5111.00,Zincographer,,"04,06"
51-5112.00,Aniline Press Worker,,04
51-5112.00,Back Up Machine Operator,,"04,06"
51-5112.00,Backer,,"04,06"
51-5112.00,Bag Press Operator,,"04,06"
51-5112.00,Bag Printer,,"04,06,08"
51-5112.00,Balloon Design Printer,,08
51-5112.00,Bander and Liner Operator,,"04,06"
51-5112.00,Ben-Day Artist,,08
51-5112.00,Binding Printer,,08
51-5112.00,Block Printer,,"04,06"
51-5112.00,Box Press Operator,,"04,06"
51-5112.00,Box Printer,,"04,06,08"
51-5112.00,Calico Printer,,"04,06"
51-5112.00,Carton Stamper,,"04,06"
51-5112.00,Cellophane Press Operator,,"04,06"
51-5112.00,Cloth Printer,,"04,06,08"
51-5112.00,Cloth Printing Back Tender,,08
51-5112.00,Collating Machine Operator,,"04,06"
51-5112.00,Collator,,"04,06"
51-5112.00,Collator Operator,,"04,06"
51-5112.00,Copper Plate Printer,,"04,06"
51-5112.00,Coverer,,"04,06"
51-5112.00,Cut and Print Machine Operator,,"04,06"
51-5112.00,Cut Pressman,,"04,06"
51-5112.00,Cut-Press Operator,,04
51-5112.00,Cutting and Printing Machine Operator,,"04,06"
51-5112.00,Cylinder Press Operator,,"04,06,08"
51-5112.00,Design Printing Machine Set-Up Operator,,08
51-5112.00,Design Printing Machine Setter,,08
51-5112.00,Die Mounter,,"04,06"
51-5112.00,Die Stamping Press Operator,,"04,06"
51-5112.00,Digital Color Press Operator,,08
51-5112.00,Digital Press Operator,,"01,02,04,08"
51-5112.00,Digital Print Operator,,08
51-5112.00,Digital Printer Operator,,08
51-5112.00,Digital Production Operator,,08
51-5112.00,Duplex Trimmer,,"04,06"
51-5112.00,Electrotype Caster,,"04,06"
51-5112.00,Electrotype Finisher,,"04,06"
51-5112.00,Electrotype Molder,,"04,06"
51-5112.00,Electrotyper,,"04,06"
51-5112.00,Embosser,,"04,06,08"
51-5112.00,Embossing Machine Operator,,"04,06"
51-5112.00,Embossing Press Operator,,"04,06,08"
51-5112.00,Embossograph Operator,,"04,06,08"
51-5112.00,Engraver Set-Up Operator,,08
51-5112.00,Engraving Press Operator,,"04,06,08"
51-5112.00,Engrosser,,08
51-5112.00,Flexo Operator,,10
51-5112.00,Flexo Press Operator,,"02,08"
51-5112.00,Flexographic Press Operator,,"02,04,06,08"
51-5112.00,Flexographic Press Set-Up Operator,,"04,06"
51-5112.00,Flexographic Printing Press Operator,,"02,10"
51-5112.00,Floor Covering Printer,,08
51-5112.00,Folding Rules Printing Machine Operator,,08
51-5112.00,Galley Worker,,04
51-5112.00,Gilder,,"04,06"
51-5112.00,Glove Printer,,08
51-5112.00,Gold Leaf Printer,,"04,06"
51-5112.00,Gravure Press Operator,,04
51-5112.00,Gravure Press Set-Up Operator,,"04,06"
51-5112.00,Identification Printing Machine Setter,,08
51-5112.00,Ink Printer,,08
51-5112.00,Instant Print Operator,,08
51-5112.00,Job Press Operator,,"04,06"
51-5112.00,Job Printer,,"04,06,08"
51-5112.00,Kelly Machine Operator,,"04,06"
51-5112.00,Label Printer,,"04,06"
51-5112.00,Large Sheetfed Press Operator,,01
51-5112.00,Laser Printing Operator,,08
51-5112.00,Letterer,,08
51-5112.00,Letterpress Setter,,08
51-5112.00,Letterset Press Set-Up Operator,,"04,06"
51-5112.00,Line-Up Examiner,,08
51-5112.00,Lithoduplicator Operator,,"04,06"
51-5112.00,Lithograph Press Feeder,,"04,06"
51-5112.00,Lithograph Press Operator,,"04,06"
51-5112.00,Lithograph Printer,,"04,06"
51-5112.00,Lithographic Press Operator,,"02,08"
51-5112.00,Lithographing Machine Operator,,04
51-5112.00,Lithoplate Maker,,"04,06"
51-5112.00,Machine Carton Marker,,08
51-5112.00,Machine Engraver,,08
51-5112.00,Machine Printer,,08
51-5112.00,Machine Sign Writer,,"04,06"
51-5112.00,Machine Silk Screen Printer,,08
51-5112.00,Marker,,"04,08"
51-5112.00,Marking Machine Operator,,"04,06"
51-5112.00,Microfiche Duplicator,,"04,06,08"
51-5112.00,Mounter,,04
51-5112.00,Music Copyist,,08
51-5112.00,Music Grapher,,08
51-5112.00,Name Plate Stamper,,08
51-5112.00,Nipping Machine Operator,,"04,06"
51-5112.00,Offset Duplicating Machine Operator,,08
51-5112.00,Offset Duplicating Machine Set Up Operator,,"04,06"
51-5112.00,Offset Lithographic Press Operator,,08
51-5112.00,Offset Lithographic Press Setter,,"04,08"
51-5112.00,Offset Lithographic Press Setup Operator,,04
51-5112.00,Offset Lithographic Set-Up Operator,,04
51-5112.00,Offset Machine Operator,,"04,06"
51-5112.00,Offset Press Operator,,"02,04,06,08"
51-5112.00,Offset Pressman,,02
51-5112.00,Offset Printer,,"04,06"
51-5112.00,Offset Printing Operator,,08
51-5112.00,Offset-Press Operator,,08
51-5112.00,Pantograph Setter,,08
51-5112.00,Paper Products Printer,,"04,06"
51-5112.00,Photo Offset Printer,,"04,06"
51-5112.00,Photoengraving Sketch Maker,,08
51-5112.00,Photographic Process Screen Maker,,08
51-5112.00,Pin Ticket Machine Operator,,"04,06"
51-5112.00,Plastic Printer,,"04,06,08"
51-5112.00,Plastics Printer,,08
51-5112.00,Plate Printer,,"04,06"
51-5112.00,Plate Sensitizer,,"04,06"
51-5112.00,Plate Setter,,"04,06"
51-5112.00,Platen Press Feeder,,"04,06,08"
51-5112.00,Platen Press Operator,,"04,06,08"
51-5112.00,Precision Printing Worker,,08
51-5112.00,Prepress Proofer,,08
51-5112.00,Press Feeder,,"04,06,08,10"
51-5112.00,Press Operator,,"02,04,08,10"
51-5112.00,Press Technician,,02
51-5112.00,Pressfitter,,"04,06"
51-5112.00,Pressman,,"02,10"
51-5112.00,Print Line Operator,,"04,06"
51-5112.00,Print Operator,,10
51-5112.00,Print Press Operator,,02
51-5112.00,Printer,,"02,04,08"
51-5112.00,Printer Operator,,10
51-5112.00,Printer Slotter Operator,,"04,06,08"
51-5112.00,Printing and Publishing Sketch Maker,,08
51-5112.00,Printing Machine Operator,,04
51-5112.00,Printing Offset Duplicating Machine Operator,,"04,06"
51-5112.00,Printing Operator,,10
51-5112.00,Printing Plate Setter,,"04,06"
51-5112.00,Printing Press Machine Operator,,08
51-5112.00,Printing Press Operator,,"02,04,06,08"
51-5112.00,Printing Pressman,,02
51-5112.00,Proof Press Operator,,"04,06,08"
51-5112.00,Proofer,,"04,06"
51-5112.00,Ratoprinter,,"04,06"
51-5112.00,Roller Operator,,08
51-5112.00,Roller Print Tender,,"04,06"
51-5112.00,Rolling Machine Operator,,"04,06"
51-5112.00,Rotary Lithographic Press Operator,,"04,06"
51-5112.00,Rotary Screen Printing Machine Operator,,"04,06"
51-5112.00,Rotogravure Press Operator,,"04,06,08"
51-5112.00,Rotoprinter,,"04,06"
51-5112.00,Rounder,,"04,06"
51-5112.00,Rounding Machine Operator,,"04,06"
51-5112.00,Rubber Printing Machine Operator,,"04,06"
51-5112.00,Screen Making Technician,,01
51-5112.00,Screen Print Operator,,08
51-5112.00,Screen Printer,,"04,06,08,10"
51-5112.00,Screen Printing Equipment Setter,,"04,06"
51-5112.00,Screen Printing Machine Operator,,"04,06"
51-5112.00,Screen Printing Press Operator,,"01,04"
51-5112.00,Semiconductor Package Symbol Stamper,,08
51-5112.00,Sheetfed Press Operator,,"02,08"
51-5112.00,Shift Operator,,10
51-5112.00,Silk Printer,,"04,06"
51-5112.00,Silk Screen Operator,,"04,06"
51-5112.00,Silk Screen Printer,,"04,06"
51-5112.00,Silk Screen Processor,,"04,06"
51-5112.00,Silk Screener,,"04,06"
51-5112.00,Sketch Maker,,08
51-5112.00,Specialty Materials Printing Machine Set-Up Operator,,"04,06"
51-5112.00,Specialty Materials Printing Machine Setter,,"04,06"
51-5112.00,Stamper,,08
51-5112.00,Stamping Press Operator,,08
51-5112.00,Steam Table Worker,,"04,06"
51-5112.00,Steel Die Press Set-Up Operator,,06
51-5112.00,Steel Die Printer,,08
51-5112.00,Steel Plate Printer,,"04,06"
51-5112.00,Stencil Machine Operator,,"04,06"
51-5112.00,Stencil Printer,,"04,06"
51-5112.00,Stereotype Caster,,"04,06"
51-5112.00,Stereotype Finisher,,"04,06"
51-5112.00,Stereotype Molder,,"04,06"
51-5112.00,Stereotyper,,"04,06"
51-5112.00,Stippler,,"04,06"
51-5112.00,Strickler Attendant,,"04,06"
51-5112.00,Strike Off Machine Operator,,08
51-5112.00,Strip Machine Operator,,"04,06"
51-5112.00,Striping Machine Operator,,08
51-5112.00,Tab Card Press Operator,,"04,06"
51-5112.00,Tab Cutting Machine Operator,,"04,06"
51-5112.00,Tag Press Operator,,"04,06"
51-5112.00,Tape Rules Printing Machine Operator,,08
51-5112.00,Tension Worker,,"04,06"
51-5112.00,Textile Screen Maker,,08
51-5112.00,Textile Screen Printer,,"04,06"
51-5112.00,Ticket Printer,,"04,06"
51-5112.00,Ticketer,,"04,06,08"
51-5112.00,Tinning Machine Set Up Operator,,"04,06"
51-5112.00,Tinware Lithograph Press Operator,,08
51-5112.00,Tip Printer,,"04,06,08"
51-5112.00,Transfer Machine Operator,,"04,06"
51-5112.00,Type Caster,,"04,06"
51-5112.00,Type Copyist,,08
51-5112.00,Typesetter,,02
51-5112.00,Vigoureux Printer,,"04,06"
51-5112.00,Wad Printing Machine Operator,,08
51-5112.00,Wallpaper Printer,,"04,06,08"
51-5112.00,Web Offset Press Feeder,,"02,04"
51-5112.00,Web Press Operator,,"01,02,04,06,08"
51-5112.00,Web Press Roll Tender,,01
51-5112.00,Webfed Offset Press Operator,,08
51-5113.00,Bander,,08
51-5113.00,Binder,,"02,04"
51-5113.00,Binder Operator,,"02,10"
51-5113.00,Bindery Associate,,10
51-5113.00,Bindery Cutter,,10
51-5113.00,Bindery Cutter Operator,,"02,04,08,10"
51-5113.00,Bindery Folder Operator,,"02,04"
51-5113.00,Bindery Machine Operator,,"02,04"
51-5113.00,Bindery Machine Set-Up Operator,,08
51-5113.00,Bindery Machine Setter,,08
51-5113.00,Bindery Machine Tender,,08
51-5113.00,Bindery Operator,,"02,10"
51-5113.00,Bindery Specialist,,10
51-5113.00,Bindery Technician,,02
51-5113.00,Bindery Worker,,"02,04,08,10"
51-5113.00,Book Binder,,02
51-5113.00,Book Coverer,,"04,06,08"
51-5113.00,Book Cutter,,"04,06"
51-5113.00,Book Finisher,,"02,04,06,08"
51-5113.00,Book Mender,,"04,06,08"
51-5113.00,Book Repairer,,"04,06"
51-5113.00,Book Sewer,,"04,06"
51-5113.00,Book Sewing Machine Operator,,"04,06,08"
51-5113.00,Bookbinder,,"02,04,06,08"
51-5113.00,Bookbinding Machine Operator,,"04,06,08"
51-5113.00,Bookmaker,,"04,06"
51-5113.00,Books Binder,,"04,06"
51-5113.00,Case Binder Operator,,"02,04,08"
51-5113.00,Caser,,"04,06"
51-5113.00,Casing in Line Setter,,"04,06"
51-5113.00,Collating Machine Operator,,08
51-5113.00,Copy and Print Associate,,10
51-5113.00,Covering Machine Operator,,08
51-5113.00,Custom Bookbinder,,02
51-5113.00,Cutter,,"02,04"
51-5113.00,Finisher,,04
51-5113.00,Finishing Operator,,10
51-5113.00,Foil Stamp Operator,,"04,08"
51-5113.00,Folder Operator,,"01,02"
51-5113.00,Folding Machine Operator,,08
51-5113.00,Folding Machine Setter,,"04,06"
51-5113.00,Gathering Machine Setter,,"04,06"
51-5113.00,Hand Bindery Assembly Worker,,"04,06,08"
51-5113.00,Knife Operator,,02
51-5113.00,Liner Operator,,08
51-5113.00,Magazine Repairer,,"04,06,08"
51-5113.00,Paperback Machine Operator,,"04,06"
51-5113.00,Perfect Binder Operator,,"01,02,04"
51-5113.00,Perfect Binder Setter,,"04,06"
51-5113.00,Print Binding and Finishing Worker,,08
51-5113.00,Print Binding Worker,,08
51-5113.00,Print Finishing Worker,,08
51-5113.00,Rounding and Backing Machine Operator,,08
51-5113.00,Saddle and Side Wire Stitcher,,08
51-5113.00,Saddle Stitch Operator,,"04,10"
51-5113.00,Saddle Stitcher Operator,,"01,02,04,08"
51-5113.00,Saddle Stitching Machine Operator,,"04,06"
51-5113.00,Side Stitching Machine Operator,,"04,06"
51-5113.00,Small Machine Bindery Operator,,01
51-5113.00,Spiral Binder,,"04,06,08"
51-5113.00,Spiral Binder Operator,,"02,04,08"
51-5113.00,Stitcher Operator,,"02,10"
51-5113.00,Stitching Machine Operator,,"04,06,08"
51-5113.00,Stitching Machine Setter,,"04,06"
51-5113.00,Tinning Machine Set-Up Operator,,08
51-6011.00,Assorter,,"04,06"
51-6011.00,Bag Hanger,,"04,06"
51-6011.00,Bag Washer,,"04,06"
51-6011.00,Benzene Washer,,"04,06"
51-6011.00,Benzene Worker,,"04,06"
51-6011.00,Blanket Washer,,"04,06"
51-6011.00,Box Storage Worker,,"04,06"
51-6011.00,Bundle Breaker,,"04,06"
51-6011.00,Buttoner,,"04,06"
51-6011.00,Carpet Cleaner,,"04,06"
51-6011.00,Carpet Renovator,,"04,06"
51-6011.00,Classifier,,"04,06"
51-6011.00,Cleaner,,04
51-6011.00,Cleaner and Dyer,,"04,06"
51-6011.00,Cleaner and Presser,,"04,06"
51-6011.00,Cleaning Machine Operator,,"04,06"
51-6011.00,Cleaning Technician,,09
51-6011.00,Clothes Marker,,"04,06"
51-6011.00,Clothes Separator,,"04,06"
51-6011.00,Clothes Shaker,,"04,06"
51-6011.00,Coat Examiner,,"04,06"
51-6011.00,Collar Starcher,,"04,06"
51-6011.00,Collar Worker,,"04,06"
51-6011.00,Color Matcher,,"04,06"
51-6011.00,Conditioner Tumbler,,"04,06"
51-6011.00,Continuous Towel Roller,,08
51-6011.00,Conveyor Operator,,"04,06"
51-6011.00,Curtain Cleaner,,"04,06"
51-6011.00,Curtain Stretcher,,"04,06"
51-6011.00,Dampener,,"04,06"
51-6011.00,Detacher,,"04,06"
51-6011.00,Diaper Folder,,"04,06"
51-6011.00,Distributor,,"04,06"
51-6011.00,Drapery Hand,,"04,06"
51-6011.00,Drier,,"04,06"
51-6011.00,Drier Operator,,"04,06"
51-6011.00,Dry Cleaner,,"02,04,06,08"
51-6011.00,Dry Room Attendant,,"04,06"
51-6011.00,Dryer Operator,,09
51-6011.00,Drying Machine Operator,,"04,06"
51-6011.00,Dyer,,08
51-6011.00,Extracting Machine Operator,,"04,06"
51-6011.00,Feather Renovator,,08
51-6011.00,Folder,,04
51-6011.00,Folding Machine Operator,,"04,06"
51-6011.00,Fur Blower,,08
51-6011.00,Fur Cleaner,,"04,06,08"
51-6011.00,Fur Glazer,,"04,06"
51-6011.00,Fur Glazing and Polishing Machine Operator,,08
51-6011.00,Fur Glosser,,"04,06"
51-6011.00,Fur Polisher,,"04,06"
51-6011.00,Furniture Cleaner,,"04,06"
51-6011.00,Garment Sorter,,10
51-6011.00,Glove Cleaner,,"04,06"
51-6011.00,Glove Finisher,,"04,06"
